ztf_id,label,g_peak,g_duration,burst_ratio,g_rise,g_stability,r_peak,r_duration,r_rise,r_stability,peak_color,abs_mag_g
ZTF18abbqjds,SN Ia,20.0992,1096.0354745998047,0.7767931071420543,0.09131013847333262,0.17966049999999978,18.634981,49.91260420018807,19.167257506807736,0.17863362500000002,1.464219,-18.06091607352703
ZTF18abbpxik,SN II,19.1659,2649.9025232000276,0.9294174747699616,0.9587075887367091,0.21064686328124987,18.45291,80.87304400000721,11.316862371484346,0.09028715789473739,0.7129900000000013,-16.544258638228207
ZTF18abbpeqo,SN Ia,18.11664,31.97883109981194,1.0,30.59364485342833,0.26977888888888896,18.103098,84.87747689988464,37.568147799403654,0.17039129999999988,0.013542000000001053,-19.166708147118786
ZTF18abbvsiv,SN Ia,17.662952,26.121678300201893,1.0,35.445601166308805,0.3897184999999996,17.713657,64.99954860005528,49.132578605374015,0.4477341428571425,-0.050705000000000666,-19.035014954016713
ZTF18abcrtnq,SN Ia,18.611042,12.051863399799913,0.996518251996048,9.13787550109962,0.07529399999999953,18.691145,14.940011600032449,26.34408629719178,0.20722024999999977,-0.08010299999999759,-19.58161821240348
ZTF18abcdzyc,SN Ia,18.084047,152.24903939990327,1.0,39.454764103337936,0.500267199999999,18.13099,33.966481499839574,27.324998231302196,0.3313681666666663,-0.04694299999999885,-18.81700920855803
ZTF18abckujg,SN Ia,18.417437,36.97386569995433,1.0,5.335229184092432,0.7495793333333344,18.442146,55.90097220009193,13.81442052603533,0.1914755384615387,-0.024709000000001424,-19.08883767218191
ZTF18aazhwnh,SN Ia,19.400646,2569.988125000149,0.9999742493769121,0.0,0.18066738202247212,18.90163,14.898773099761456,10.51605335001068,0.18170850000000005,0.49901599999999746,-18.547506508827507
ZTF18abckutn,SN IIP,19.033085,84.9544329000637,1.0,3.111190605366083,0.20015475000000027,18.988466,90.87925919983536,16.155584237539028,0.10595749999999979,0.04461900000000085,-17.142752936627943
ZTF18abclfee,SN Iax,18.535975,28.17089119972661,0.9973455567411139,34.11148241451495,0.4119069999999997,18.564842,55.81106479978189,25.930998297442517,0.20616945833333356,-0.0288669999999982,-17.00974734712534
ZTF18abcecfi,SN Ia,18.906166,19.132372700143605,1.0,14.430150083607135,0.3242723333333342,18.801308,46.93468749988824,13.215464475959983,0.4538546000000011,0.10485800000000012,-18.76940000848675
ZTF18abcezmh,SN II,19.328283,23.94487260002643,0.021346150348607207,6.5448716848281405,0.26507033333333396,18.930986,45.851446699816734,16.828048082065006,0.22465045454545451,0.39729699999999823,-17.61120735188949
ZTF18abcsgvj,SN Ia,18.398808,32.98202549992129,0.9193723478650909,32.80994556923359,0.4977605000000005,18.412458,32.976793999783695,23.405530234131003,0.33102333333333317,-0.013650000000001938,-18.65206432544525
ZTF18abceakp,SN II,17.994673,12.022905100136995,0.99858573273391,31.386556802161437,0.09328762500000032,18.048172,26.028506999835372,36.9362201873592,0.25916855555555546,-0.053499000000002184,-17.551049347125343
ZTF18abcpmwh,SN IIP,16.691006,53.97725689969957,1.0,26.98725088712566,0.2058434999999997,16.728107,211.3130902000703,54.30989989511489,0.3426444999999996,-0.03710099999999983,-17.410939703842764
